month,day,height,numengs,time_of_day,season,phase_of_flt,damage,effect,sky,min_bird_struck,max_bird_struck,size,struck_combined,damage_combined,eng_fail
08,21,100,1,unknown,summer,climb,N,none,somecloud,2,10,medium,FALSE,FALSE,0
10,02,500,3,dawn,fall,climb,N,none,nocloud,1,1,medium,FALSE,FALSE,0
12,05,0,2,day,winter,landingroll,N,none,nocloud,2,10,medium,FALSE,FALSE,0
08,22,40,3,day,summer,approach,N,none,overcast,1,1,small,FALSE,FALSE,0
01,22,0,3,day,winter,takeoffrun,N,none,overcast,1,1,small,FALSE,FALSE,0
07,25,1000,3,night,summer,approach,U,none,somecloud,1,1,small,TRUE,FALSE,0
09,24,2000,2,night,fall,approach,N,none,nocloud,1,1,medium,FALSE,FALSE,0
03,29,300,2,day,spring,climb,N,none,nocloud,1,1,medium,TRUE,FALSE,0
11,18,3000,2,dawn,fall,climb,N,none,nocloud,2,10,medium,TRUE,FALSE,0
09,03,1000,2,day,fall,approach,N,none,somecloud,1,1,small,FALSE,FALSE,0
11,03,0,2,day,fall,landingroll,N,none,overcast,1,1,small,FALSE,FALSE,0
10,18,3400,2,day,fall,climb,M?,none,somecloud,1,1,small,TRUE,TRUE,0
09,24,550,2,night,fall,approach,N,none,nocloud,1,1,medium,TRUE,FALSE,0
08,31,0,2,day,summer,landingroll,N,none,somecloud,1,1,large,FALSE,FALSE,0
06,01,1500,2,day,summer,approach,N,none,somecloud,2,10,small,FALSE,FALSE,0
10,17,50,3,unknown,fall,approach,N,none,somecloud,2,10,small,TRUE,FALSE,0
11,19,0,2,day,fall,landingroll,N,none,nocloud,2,10,medium,FALSE,FALSE,0
07,03,0,3,day,summer,landingroll,N,none,overcast,2,10,small,TRUE,FALSE,0
07,12,40,2,day,summer,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
04,26,100,2,day,spring,climb,U,none,nocloud,1,1,medium,FALSE,FALSE,0
11,08,200,2,day,fall,approach,M?,none,nocloud,1,1,medium,TRUE,TRUE,0
05,30,0,2,unknown,spring,takeoffrun,N,none,nocloud,1,1,small,TRUE,FALSE,0
10,18,200,2,night,fall,climb,N,none,nocloud,2,10,medium,TRUE,FALSE,0
08,22,20,2,dusk,summer,approach,S,none,unknown,2,10,large,TRUE,TRUE,0
10,01,0,2,dawn,fall,takeoffrun,N,none,overcast,1,1,small,TRUE,FALSE,0
05,19,20,3,day,spring,climb,N,none,nocloud,1,1,small,TRUE,FALSE,0
10,04,200,3,day,fall,approach,N,none,somecloud,1,1,small,TRUE,FALSE,0
11,21,60,2,dawn,fall,climb,S,precautionarylanding,overcast,2,10,medium,TRUE,TRUE,0
02,10,200,2,day,winter,approach,N,none,unknown,1,1,medium,TRUE,FALSE,0
07,19,0,2,day,summer,takeoffrun,N,none,somecloud,1,1,small,TRUE,FALSE,0
11,02,50,2,day,fall,approach,N,none,somecloud,2,10,medium,FALSE,FALSE,0
08,04,0,3,day,summer,landingroll,N,none,unknown,1,1,medium,TRUE,FALSE,0
07,12,0,2,day,summer,landingroll,N,none,somecloud,1,1,medium,FALSE,FALSE,0
09,11,0,2,day,fall,takeoffrun,N,none,somecloud,1,1,small,FALSE,FALSE,0
06,12,0,2,day,summer,landingroll,N,none,nocloud,1,1,medium,FALSE,FALSE,0
05,13,500,2,night,spring,approach,N,none,nocloud,1,1,small,FALSE,FALSE,0
08,02,300,4,day,summer,approach,M?,none,nocloud,1,1,medium,TRUE,TRUE,0
08,30,300,1,day,summer,climb,N,none,somecloud,1,1,small,FALSE,FALSE,0
10,09,10,2,day,fall,approach,N,none,somecloud,1,1,small,FALSE,FALSE,0
05,22,0,2,day,spring,takeoffrun,N,none,somecloud,1,1,small,TRUE,FALSE,0
08,29,0,2,dawn,summer,takeoffrun,M?,precautionarylanding,nocloud,1,1,medium,TRUE,TRUE,0
09,21,1500,2,unknown,fall,approach,N,none,overcast,1,1,medium,FALSE,FALSE,0
10,18,50,4,day,fall,climb,M,engineshutdown,nocloud,1,1,small,TRUE,TRUE,1
08,22,0,2,day,summer,landingroll,N,none,nocloud,1,1,medium,FALSE,FALSE,0
11,20,0,2,day,fall,landingroll,M,none,unknown,1,1,large,TRUE,TRUE,0
09,06,100,2,day,fall,climb,N,none,somecloud,2,10,small,FALSE,FALSE,0
07,16,0,2,day,summer,landingroll,N,none,overcast,2,10,medium,FALSE,FALSE,0
09,30,1000,3,day,fall,approach,N,none,somecloud,1,1,medium,TRUE,FALSE,0
04,18,300,1,day,spring,climb,N,none,overcast,1,1,large,TRUE,FALSE,0
07,29,0,2,day,summer,landingroll,M,none,somecloud,11,100,small,TRUE,TRUE,0
06,17,10,3,day,summer,climb,N,none,nocloud,1,1,medium,TRUE,FALSE,0
07,14,0,2,dusk,summer,landingroll,N,none,somecloud,2,10,small,TRUE,FALSE,0
11,30,1000,1,night,fall,climb,S,precautionarylanding,nocloud,1,1,medium,TRUE,TRUE,0
10,11,1200,2,night,fall,climb,M,none,somecloud,1,1,medium,TRUE,TRUE,0
05,10,500,2,day,spring,approach,N,none,somecloud,1,1,medium,TRUE,FALSE,0
12,15,550,2,day,winter,approach,N,none,somecloud,1,1,large,FALSE,FALSE,0
09,24,25,2,dusk,fall,climb,N,precautionarylanding,nocloud,1,1,small,TRUE,FALSE,0
06,19,50,2,day,summer,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
02,28,50,1,day,winter,approach,N,none,unknown,1,1,large,FALSE,FALSE,0
10,10,0,1,night,fall,landingroll,M,none,unknown,1,1,large,TRUE,TRUE,0
09,09,0,2,day,fall,landingroll,N,none,overcast,1,1,small,TRUE,FALSE,0
07,03,200,2,day,summer,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
05,28,200,2,day,spring,approach,N,none,somecloud,1,1,medium,TRUE,FALSE,0
08,03,60,2,day,summer,climb,N,none,somecloud,1,1,small,TRUE,FALSE,0
05,31,50,1,day,spring,approach,M,none,nocloud,1,1,small,TRUE,TRUE,0
10,21,0,2,day,fall,landingroll,N,none,nocloud,1,1,medium,FALSE,FALSE,0
03,29,0,2,day,spring,takeoffrun,U,precautionarylanding,unknown,1,1,medium,FALSE,FALSE,0
07,17,0,3,day,summer,takeoffrun,N,none,nocloud,2,10,medium,FALSE,FALSE,0
07,28,600,2,day,summer,climb,S,none,somecloud,1,1,medium,TRUE,TRUE,0
09,30,3000,3,day,fall,approach,N,none,somecloud,1,1,large,FALSE,FALSE,0
07,23,0,2,day,summer,takeoffrun,N,precautionarylanding,nocloud,2,10,small,TRUE,FALSE,0
11,07,600,2,day,fall,climb,N,none,nocloud,1,1,medium,FALSE,FALSE,0
05,19,1200,2,day,spring,approach,U,none,nocloud,2,10,medium,FALSE,FALSE,0
09,23,1800,2,day,fall,climb,N,none,somecloud,1,1,small,TRUE,FALSE,0
09,12,100,1,day,fall,approach,M,none,somecloud,2,10,small,TRUE,TRUE,0
04,17,0,3,day,spring,takeoffrun,N,none,nocloud,2,10,medium,TRUE,FALSE,0
10,09,0,2,day,fall,landingroll,M,none,overcast,2,10,medium,TRUE,TRUE,0
05,03,50,3,day,spring,approach,N,none,overcast,2,10,medium,FALSE,FALSE,0
05,16,2500,2,day,spring,climb,N,none,nocloud,1,1,small,TRUE,FALSE,0
10,25,0,3,day,fall,landingroll,N,none,overcast,1,1,medium,FALSE,FALSE,0
08,06,0,2,dusk,summer,landingroll,N,none,nocloud,1,1,medium,FALSE,FALSE,0
09,03,3000,2,night,fall,approach,N,none,somecloud,1,1,medium,TRUE,FALSE,0
08,17,0,4,night,summer,landingroll,N,none,somecloud,1,1,small,FALSE,FALSE,0
08,24,10,3,night,summer,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
11,12,300,2,night,fall,approach,M,none,overcast,1,1,medium,TRUE,TRUE,0
08,02,300,2,night,summer,approach,M,none,nocloud,1,1,medium,TRUE,TRUE,0
04,03,0,2,day,spring,landingroll,N,none,overcast,1,1,medium,FALSE,FALSE,0
04,10,100,3,day,spring,approach,N,none,somecloud,1,1,medium,TRUE,FALSE,0
05,17,500,3,night,spring,approach,N,none,somecloud,1,1,medium,TRUE,FALSE,0
07,20,500,2,night,summer,approach,N,none,nocloud,1,1,small,FALSE,FALSE,0
07,27,0,2,day,summer,takeoffrun,N,none,somecloud,1,1,medium,FALSE,FALSE,0
01,28,0,2,day,winter,landingroll,M,none,nocloud,1,1,medium,TRUE,TRUE,0
07,18,3000,2,day,summer,approach,U,none,nocloud,1,1,medium,TRUE,FALSE,0
01,11,0,2,day,winter,takeoffrun,S,precautionarylanding,overcast,2,10,small,TRUE,TRUE,0
10,01,1300,2,unknown,fall,climb,N,none,unknown,1,1,small,TRUE,FALSE,0
07,19,0,2,day,summer,takeoffrun,N,none,overcast,1,1,small,FALSE,FALSE,0
09,21,2500,2,night,fall,approach,N,none,nocloud,1,1,medium,TRUE,FALSE,0
06,13,200,2,day,summer,approach,N,none,overcast,1,1,small,FALSE,FALSE,0
08,06,0,2,day,summer,landingroll,N,none,somecloud,1,1,small,FALSE,FALSE,0
04,14,0,2,day,spring,landingroll,N,none,overcast,1,1,medium,FALSE,FALSE,0
09,11,200,1,day,fall,approach,M?,none,nocloud,1,1,small,TRUE,TRUE,0
10,13,7500,2,day,fall,climb,N,none,overcast,1,1,medium,TRUE,FALSE,0
09,08,200,2,day,fall,climb,S,precautionarylanding,somecloud,1,1,medium,TRUE,TRUE,0
08,14,30,3,unknown,summer,approach,N,none,nocloud,1,1,small,FALSE,FALSE,0
12,13,50,3,day,winter,approach,N,none,nocloud,2,10,small,FALSE,FALSE,0
08,31,0,2,dawn,summer,landingroll,N,none,nocloud,1,1,small,TRUE,FALSE,0
04,15,0,2,day,spring,takeoffrun,U,none,overcast,1,1,medium,FALSE,FALSE,0
03,13,0,3,day,spring,landingroll,N,none,somecloud,1,1,medium,TRUE,FALSE,0
05,07,3000,2,night,spring,approach,N,none,somecloud,1,1,large,TRUE,FALSE,0
03,22,100,2,dusk,spring,approach,U,none,nocloud,1,1,medium,TRUE,FALSE,0
02,21,0,2,day,winter,takeoffrun,N,none,nocloud,1,1,medium,FALSE,FALSE,0
05,27,0,2,day,spring,takeoffrun,N,none,unknown,1,1,medium,FALSE,FALSE,0
07,03,50,3,dawn,summer,approach,N,none,somecloud,1,1,small,TRUE,FALSE,0
06,19,0,1,day,summer,takeoffrun,N,none,nocloud,1,1,small,FALSE,FALSE,0
02,03,100,2,day,winter,approach,N,none,nocloud,1,1,medium,FALSE,FALSE,0
07,29,20,2,day,summer,approach,N,none,somecloud,1,1,small,TRUE,FALSE,0
10,29,4000,2,night,fall,climb,S,precautionarylanding,nocloud,2,10,medium,TRUE,TRUE,0
04,23,1200,2,dusk,spring,approach,N,none,nocloud,1,1,medium,TRUE,FALSE,0
10,25,5,2,day,fall,approach,N,none,somecloud,1,1,large,FALSE,FALSE,0
07,07,500,2,day,summer,approach,M,precautionarylanding,nocloud,2,10,small,TRUE,TRUE,0
10,15,500,2,night,fall,approach,N,none,nocloud,1,1,medium,TRUE,FALSE,0
09,10,55,2,night,fall,approach,N,none,nocloud,1,1,small,FALSE,FALSE,0
08,10,10,2,day,summer,climb,N,none,overcast,1,1,small,TRUE,FALSE,0
09,30,4000,3,night,fall,descent,N,none,nocloud,1,1,small,TRUE,FALSE,0
04,03,0,2,day,spring,takeoffrun,N,none,somecloud,1,1,small,TRUE,FALSE,0
12,05,200,2,night,winter,approach,N,none,somecloud,1,1,medium,FALSE,FALSE,0
07,11,0,2,unknown,summer,takeoffrun,N,none,unknown,1,1,small,TRUE,FALSE,0
03,31,0,3,night,spring,landingroll,N,none,somecloud,2,10,large,TRUE,FALSE,0
01,15,0,2,day,winter,takeoffrun,N,none,nocloud,1,1,small,TRUE,FALSE,0
11,13,0,2,day,fall,taxi,N,none,somecloud,1,1,small,TRUE,FALSE,0
01,02,250,2,day,winter,climb,S,precautionarylanding,overcast,11,100,small,TRUE,TRUE,0
05,31,10,2,day,spring,climb,N,none,somecloud,1,1,medium,FALSE,FALSE,0
08,05,300,2,night,summer,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
11,10,10,2,day,fall,approach,N,none,overcast,1,1,small,TRUE,FALSE,0
08,10,0,2,day,summer,landingroll,N,none,somecloud,1,1,small,TRUE,FALSE,0
08,21,0,2,night,summer,landingroll,N,none,unknown,2,10,medium,FALSE,FALSE,0
08,26,0,2,day,summer,takeoffrun,U,engineshutdown,nocloud,1,1,medium,TRUE,FALSE,1
10,20,200,2,night,fall,approach,N,none,unknown,1,1,medium,TRUE,FALSE,0
12,09,8000,2,night,winter,descent,M,none,nocloud,1,1,medium,TRUE,TRUE,0
09,11,3000,3,night,fall,approach,N,none,nocloud,1,1,medium,TRUE,FALSE,0
09,16,0,2,day,fall,landingroll,N,none,somecloud,1,1,small,FALSE,FALSE,0
11,24,300,4,night,fall,approach,N,none,overcast,1,1,medium,FALSE,FALSE,0
03,16,0,2,day,spring,landingroll,N,none,unknown,2,10,medium,TRUE,FALSE,0
10,01,800,2,night,fall,approach,N,none,nocloud,1,1,medium,TRUE,FALSE,0
10,22,400,2,day,fall,approach,N,none,nocloud,2,10,small,TRUE,FALSE,0
11,30,50,2,night,fall,climb,N,none,somecloud,1,1,medium,TRUE,FALSE,0
10,21,0,1,day,fall,takeoffrun,N,none,somecloud,2,10,medium,FALSE,FALSE,0
01,20,125,1,day,winter,climb,N,none,nocloud,1,1,small,FALSE,FALSE,0
09,16,0,2,unknown,fall,takeoffrun,N,none,unknown,1,1,medium,TRUE,FALSE,0
07,04,0,2,day,summer,landingroll,N,none,nocloud,1,1,medium,FALSE,FALSE,0
10,30,5,2,night,fall,approach,N,none,overcast,1,1,small,FALSE,FALSE,0
05,21,500,3,night,spring,approach,N,none,overcast,1,1,medium,TRUE,FALSE,0
05,20,0,2,day,spring,landingroll,N,other,overcast,1,1,small,TRUE,FALSE,0
07,18,100,3,day,summer,climb,N,none,unknown,1,1,small,TRUE,FALSE,0
09,30,150,1,day,fall,climb,N,other,somecloud,1,1,medium,TRUE,FALSE,0
08,18,75,3,night,summer,approach,N,none,nocloud,2,10,medium,TRUE,FALSE,0
02,08,0,2,day,winter,takeoffrun,M,none,somecloud,1,1,medium,TRUE,TRUE,0
05,04,300,2,day,spring,climb,M?,none,somecloud,2,10,small,TRUE,TRUE,0
05,11,6000,2,night,spring,climb,N,none,somecloud,2,10,medium,FALSE,FALSE,0
10,01,1000,2,night,fall,approach,N,none,overcast,1,1,medium,TRUE,FALSE,0
09,04,200,2,day,fall,approach,U,none,nocloud,2,10,small,FALSE,FALSE,0
10,24,4500,2,night,fall,approach,N,other,somecloud,1,1,medium,TRUE,FALSE,0
08,26,0,2,dusk,summer,takeoffrun,N,abortedtakeoff,somecloud,11,100,small,TRUE,FALSE,0
11,04,25,2,day,fall,approach,N,none,overcast,1,1,small,FALSE,FALSE,0
09,16,0,3,day,fall,takeoffrun,S,engineshutdown,unknown,2,10,small,TRUE,TRUE,1
09,05,0,2,night,fall,landingroll,M,none,nocloud,1,1,small,TRUE,TRUE,0
08,10,50,2,day,summer,approach,N,none,somecloud,1,1,small,TRUE,FALSE,0
10,24,0,2,unknown,fall,takeoffrun,U,none,overcast,2,10,medium,FALSE,FALSE,0
12,04,100,2,dawn,winter,climb,M,other,overcast,1,1,small,TRUE,TRUE,0
06,23,8000,2,day,summer,approach,N,none,somecloud,1,1,medium,TRUE,FALSE,0
11,07,0,2,day,fall,takeoffrun,N,none,nocloud,1,1,small,FALSE,FALSE,0
04,30,0,2,day,spring,takeoffrun,S,none,nocloud,1,1,small,TRUE,TRUE,0
06,12,15,2,day,summer,approach,M,none,somecloud,1,1,medium,TRUE,TRUE,0
07,26,300,2,night,summer,approach,N,none,somecloud,1,1,medium,TRUE,FALSE,0
08,28,0,2,day,summer,landingroll,U,none,somecloud,2,10,small,TRUE,FALSE,0
08,04,0,2,day,summer,takeoffrun,N,none,nocloud,2,10,small,FALSE,FALSE,0
07,07,300,3,day,summer,climb,N,none,somecloud,1,1,medium,FALSE,FALSE,0
04,20,50,2,day,spring,approach,N,engineshutdown,overcast,2,10,medium,TRUE,FALSE,1
06,09,2000,2,day,summer,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
08,10,100,3,unknown,summer,climb,N,none,somecloud,2,10,small,FALSE,FALSE,0
07,02,0,2,day,summer,landingroll,M,none,nocloud,2,10,medium,TRUE,TRUE,0
10,17,500,2,night,fall,approach,N,none,somecloud,1,1,small,FALSE,FALSE,0
10,24,900,3,night,fall,approach,N,none,somecloud,1,1,medium,FALSE,FALSE,0
06,16,0,3,day,summer,landingroll,U,none,overcast,2,10,small,TRUE,FALSE,0
10,22,1000,2,night,fall,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
07,28,2500,2,night,summer,approach,N,none,nocloud,1,1,medium,TRUE,FALSE,0
03,06,0,2,dusk,spring,takeoffrun,N,abortedtakeoff,somecloud,2,10,small,TRUE,FALSE,0
03,31,50,2,day,spring,climb,N,none,nocloud,2,10,medium,TRUE,FALSE,0
01,15,30,2,day,winter,approach,N,none,overcast,2,10,medium,TRUE,FALSE,0
04,07,400,2,day,spring,approach,N,none,somecloud,1,1,small,FALSE,FALSE,0
06,01,0,2,day,summer,takeoffrun,U,abortedtakeoff,somecloud,2,10,small,TRUE,FALSE,0
08,22,0,3,day,summer,landingroll,N,none,nocloud,1,1,small,FALSE,FALSE,0
10,25,0,1,day,fall,landingroll,N,none,overcast,1,1,large,FALSE,FALSE,0
08,11,0,2,night,summer,landingroll,N,none,nocloud,1,1,small,TRUE,FALSE,0
05,27,2000,2,day,spring,approach,N,none,nocloud,1,1,medium,TRUE,FALSE,0
09,16,800,2,night,fall,approach,M,none,nocloud,1,1,medium,TRUE,TRUE,0
02,06,0,2,day,winter,takeoffrun,N,none,nocloud,1,1,large,FALSE,FALSE,0
10,09,2000,2,night,fall,approach,N,none,somecloud,1,1,medium,TRUE,FALSE,0
07,19,0,2,day,summer,landingroll,N,none,unknown,1,1,medium,TRUE,FALSE,0
06,24,0,2,day,summer,takeoffrun,S,none,nocloud,1,1,small,TRUE,TRUE,0
06,24,20,1,day,summer,approach,N,none,overcast,1,1,medium,FALSE,FALSE,0
08,30,4400,3,day,summer,approach,N,none,nocloud,1,1,small,FALSE,FALSE,0
08,03,0,2,day,summer,landingroll,N,none,nocloud,2,10,small,FALSE,FALSE,0
08,19,0,2,day,summer,takeoffrun,N,none,overcast,2,10,medium,FALSE,FALSE,0
03,09,20,2,day,spring,approach,N,none,nocloud,1,1,medium,TRUE,FALSE,0
08,21,0,2,day,summer,landingroll,N,none,nocloud,1,1,small,TRUE,FALSE,0
07,03,0,3,day,summer,landingroll,N,none,nocloud,1,1,small,TRUE,FALSE,0
06,24,100,2,day,summer,approach,N,none,nocloud,1,1,small,FALSE,FALSE,0
10,09,150,4,day,fall,climb,M?,precautionarylanding,overcast,2,10,medium,TRUE,TRUE,0
09,05,2500,2,night,fall,descent,N,none,nocloud,1,1,medium,TRUE,FALSE,0
10,18,600,3,dawn,fall,climb,N,none,overcast,1,1,medium,TRUE,FALSE,0
09,13,0,2,day,fall,landingroll,N,other,nocloud,1,1,small,TRUE,FALSE,0
02,12,600,4,day,winter,approach,N,none,nocloud,1,1,large,FALSE,FALSE,0
12,24,0,2,day,winter,takeoffrun,N,none,overcast,2,10,small,TRUE,FALSE,0
02,12,50,2,day,winter,climb,U,none,somecloud,2,10,small,FALSE,FALSE,0
01,31,6000,2,night,winter,approach,N,none,nocloud,1,1,medium,FALSE,FALSE,0
10,04,2500,2,night,fall,approach,N,none,somecloud,1,1,small,FALSE,FALSE,0
05,14,0,2,day,spring,landingroll,N,none,nocloud,1,1,small,TRUE,FALSE,0
05,12,3100,2,night,spring,approach,N,none,nocloud,1,1,medium,TRUE,FALSE,0
09,02,1100,3,night,fall,climb,N,none,somecloud,2,10,small,FALSE,FALSE,0
06,08,0,2,day,summer,takeoffrun,N,none,somecloud,1,1,medium,FALSE,FALSE,0
05,17,10,2,night,spring,climb,N,none,nocloud,1,1,small,FALSE,FALSE,0
08,08,0,2,day,summer,landingroll,N,none,somecloud,2,10,small,FALSE,FALSE,0
08,31,100,2,day,summer,climb,N,none,nocloud,1,1,medium,TRUE,FALSE,0
05,10,200,3,day,spring,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
01,20,3500,2,day,winter,descent,N,none,nocloud,1,1,small,TRUE,FALSE,0
07,31,100,2,day,summer,climb,N,precautionarylanding,somecloud,2,10,small,TRUE,FALSE,0
09,28,500,3,dawn,fall,climb,N,none,nocloud,1,1,small,TRUE,FALSE,0
03,13,3300,3,night,spring,climb,N,none,unknown,1,1,large,TRUE,FALSE,0
08,30,0,2,day,summer,landingroll,N,none,somecloud,2,10,small,FALSE,FALSE,0
09,22,600,2,day,fall,climb,N,none,nocloud,1,1,small,FALSE,FALSE,0
07,22,0,2,day,summer,takeoffrun,N,none,nocloud,2,10,small,FALSE,FALSE,0
10,01,6000,2,night,fall,approach,N,none,nocloud,1,1,medium,FALSE,FALSE,0
08,14,0,2,unknown,summer,takeoffrun,U,none,unknown,2,10,large,TRUE,FALSE,0
11,10,0,2,dusk,fall,takeoffrun,N,none,nocloud,1,1,small,TRUE,FALSE,0
03,31,1900,2,day,spring,descent,S,none,nocloud,1,1,large,TRUE,TRUE,0
10,10,0,1,day,fall,takeoffrun,N,none,nocloud,2,10,medium,FALSE,FALSE,0
12,07,50,2,day,winter,approach,N,none,somecloud,1,1,small,FALSE,FALSE,0
09,12,0,2,night,fall,takeoffrun,N,none,somecloud,2,10,medium,FALSE,FALSE,0
08,15,200,2,day,summer,climb,N,none,somecloud,1,1,small,FALSE,FALSE,0
04,20,0,2,day,spring,landingroll,N,none,nocloud,1,1,medium,FALSE,FALSE,0
10,16,4700,3,night,fall,descent,N,none,nocloud,1,1,medium,TRUE,FALSE,0
08,27,0,2,night,summer,landingroll,M,none,unknown,1,1,large,TRUE,TRUE,0
01,06,1600,2,day,winter,approach,M?,none,overcast,2,10,large,TRUE,TRUE,0
08,04,60,3,dusk,summer,approach,N,none,somecloud,1,1,small,TRUE,FALSE,0
05,01,100,2,day,spring,climb,N,none,somecloud,1,1,medium,FALSE,FALSE,0
07,23,500,2,night,summer,climb,N,none,nocloud,1,1,large,FALSE,FALSE,0
12,20,890,2,dusk,winter,climb,M?,none,somecloud,2,10,medium,TRUE,TRUE,0
10,17,1000,2,night,fall,climb,N,none,somecloud,1,1,small,TRUE,FALSE,0
10,01,400,2,day,fall,approach,N,none,nocloud,1,1,small,FALSE,FALSE,0
08,01,0,2,day,summer,takeoffrun,N,abortedtakeoff,nocloud,2,10,small,TRUE,FALSE,0
10,21,0,2,day,fall,landingroll,N,none,nocloud,1,1,medium,TRUE,FALSE,0
04,20,1800,2,night,spring,descent,N,none,nocloud,2,10,medium,TRUE,FALSE,0
10,17,15,2,dusk,fall,climb,S,precautionarylanding,overcast,1,1,medium,TRUE,TRUE,0
08,13,0,3,day,summer,landingroll,N,none,somecloud,1,1,medium,TRUE,FALSE,0
07,16,100,1,day,summer,climb,M,none,overcast,1,1,large,TRUE,TRUE,0
08,04,0,2,day,summer,landingroll,N,none,somecloud,2,10,small,TRUE,FALSE,0
09,12,100,2,day,fall,climb,N,none,nocloud,1,1,small,TRUE,FALSE,0
05,16,0,2,day,spring,takeoffrun,N,none,somecloud,1,1,medium,FALSE,FALSE,0
09,25,5,1,day,fall,climb,N,none,somecloud,1,1,small,TRUE,FALSE,0
07,23,0,2,dusk,summer,landingroll,N,none,nocloud,1,1,small,TRUE,FALSE,0
08,18,11000,2,day,summer,approach,M,none,nocloud,1,1,small,TRUE,TRUE,0
01,06,150,2,night,winter,approach,M,none,overcast,1,1,large,TRUE,TRUE,0
08,07,0,2,day,summer,landingroll,N,none,somecloud,1,1,small,FALSE,FALSE,0
01,05,2500,2,night,winter,descent,M?,none,nocloud,1,1,large,TRUE,TRUE,0
09,16,50,2,day,fall,approach,M,none,nocloud,1,1,medium,TRUE,TRUE,0
10,31,100,2,day,fall,approach,N,none,nocloud,1,1,medium,TRUE,FALSE,0
07,03,400,3,night,summer,approach,N,none,nocloud,1,1,medium,FALSE,FALSE,0
06,07,2500,2,day,summer,approach,N,none,overcast,1,1,small,FALSE,FALSE,0
08,01,20,1,day,summer,approach,N,none,nocloud,1,1,small,FALSE,FALSE,0
08,01,0,2,day,summer,takeoffrun,U,abortedtakeoff,unknown,1,1,medium,TRUE,FALSE,0
09,26,200,3,day,fall,approach,N,none,somecloud,1,1,medium,FALSE,FALSE,0
12,25,30,2,day,winter,climb,U,none,nocloud,2,10,medium,FALSE,FALSE,0
02,17,175,2,dusk,winter,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
09,06,0,2,day,fall,takeoffrun,N,none,overcast,1,1,small,TRUE,FALSE,0
09,09,500,2,night,fall,climb,N,none,nocloud,1,1,medium,TRUE,FALSE,0
09,21,0,2,day,fall,landingroll,N,none,nocloud,2,10,small,FALSE,FALSE,0
12,14,0,2,day,winter,takeoffrun,N,none,overcast,2,10,small,FALSE,FALSE,0
01,09,0,2,day,winter,takeoffrun,M,none,somecloud,2,10,large,TRUE,TRUE,0
09,03,500,2,day,fall,approach,N,none,somecloud,1,1,large,TRUE,FALSE,0
10,23,0,1,day,fall,takeoffrun,N,none,nocloud,1,1,small,FALSE,FALSE,0
06,20,400,3,day,summer,approach,N,none,somecloud,1,1,small,TRUE,FALSE,0
09,18,0,2,day,fall,takeoffrun,N,none,nocloud,1,1,medium,FALSE,FALSE,0
09,10,500,3,day,fall,approach,N,none,nocloud,1,1,medium,FALSE,FALSE,0
05,06,0,4,unknown,spring,landingroll,U,none,unknown,2,10,medium,TRUE,FALSE,0
10,18,600,2,day,fall,approach,N,none,nocloud,1,1,medium,FALSE,FALSE,0
07,27,50,2,day,summer,approach,N,none,nocloud,2,10,small,FALSE,FALSE,0
07,09,1500,2,night,summer,approach,N,none,somecloud,1,1,small,FALSE,FALSE,0
09,22,20,2,day,fall,approach,N,none,overcast,2,10,small,TRUE,FALSE,0
04,27,0,2,day,spring,landingroll,N,none,nocloud,1,1,small,FALSE,FALSE,0
07,07,0,2,day,summer,takeoffrun,N,none,somecloud,1,1,small,FALSE,FALSE,0
05,26,1200,2,day,spring,approach,N,none,somecloud,1,1,small,TRUE,FALSE,0
02,18,100,2,day,winter,approach,N,none,overcast,2,10,medium,FALSE,FALSE,0
09,29,500,3,day,fall,climb,U,none,somecloud,1,1,medium,FALSE,FALSE,0
07,27,800,3,night,summer,approach,N,none,nocloud,1,1,medium,TRUE,FALSE,0
03,09,0,2,day,spring,takeoffrun,N,none,somecloud,1,1,medium,TRUE,FALSE,0
05,27,25,2,day,spring,approach,N,none,nocloud,1,1,medium,FALSE,FALSE,0
04,20,21,2,unknown,spring,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
11,08,0,1,day,fall,takeoffrun,N,precautionarylanding,overcast,1,1,small,TRUE,FALSE,0
01,09,100,2,day,winter,climb,N,none,nocloud,1,1,small,TRUE,FALSE,0
08,17,100,2,day,summer,climb,N,none,nocloud,1,1,medium,FALSE,FALSE,0
08,20,1200,2,night,summer,approach,N,none,somecloud,1,1,medium,TRUE,FALSE,0
03,19,0,3,night,spring,takeoffrun,N,none,somecloud,1,1,small,TRUE,FALSE,0
07,26,0,2,dusk,summer,landingroll,N,none,overcast,1,1,large,TRUE,FALSE,0
04,30,800,2,day,spring,approach,N,none,overcast,1,1,small,TRUE,FALSE,0
04,17,1000,2,dusk,spring,approach,N,none,nocloud,1,1,medium,TRUE,FALSE,0
08,21,500,2,night,summer,approach,N,none,overcast,1,1,small,TRUE,FALSE,0
